package, pkg-ver, install-time, date, config
gcc@8, 8.3.0_2, 7, 1581487700, Cellar-Cache
gcc@8, 8.3.0_2, 8, 1581494909, Cellar-Cache
gcc@8, 8.3.0_2, 8, 1581502086, Cellar-Cache
gcc@8, 8.3.0_2, 8, 1581509349, Cellar-Cache
gcc@8, 8.3.0_2, 8, 1581516497, Cellar-Cache
gcc@8, 8.3.0_2, 8, 1581523644, Cellar-Cache
gcc@8, 8.3.0_2, 15, 1581530941, Cellar-Cache
gcc@8, 8.3.0_2, 9, 1581538163, Cellar-Cache
gcc@8, 8.3.0_2, 8, 1581545306, Cellar-Cache
gcc@8, 8.3.0_2, 12, 1581553067, Cellar-Cache
gcc@8, 8.3.0_2, 8, 1581559714, Cellar-Cache
gcc@8, 8.3.0_2, 7, 1581566893, Cellar-Cache
gcc@8, 8.3.0_2, 8, 1581574095, Cellar-Cache
gcc@8, 8.3.0_2, 8, 1581581311, Cellar-Cache
gcc@8, 8.3.0_2, 8, 1581588484, Cellar-Cache
gcc@8, 8.3.0_2, 8, 1581595722, Cellar-Cache
gcc@8, 8.3.0_2, 11, 1581602869, Cellar-Cache
gcc@8, 8.3.0_2, 8, 1581610096, Cellar-Cache
gcc@8, 8.3.0_2, 11, 1581617472, Cellar-Cache
gcc@8, 8.3.0_2, 8, 1581624543, Cellar-Cache
gcc@8, 8.3.0_2, 8, 1581631694, Cellar-Cache
gcc@8, 8.3.0_2, 9, 1581639217, Cellar-Cache
gcc@8, 8.3.0_2, 8, 1581646104, Cellar-Cache
gcc@8, 8.3.0_2, 7, 1581653272, Cellar-Cache
gcc@8, 8.3.0_2, 8, 1581660478, Cellar-Cache
gcc@8, 8.3.0_2, 8, 1581667715, Cellar-Cache
gcc@8, 8.3.0_2, 9, 1581674891, Cellar-Cache
gcc@8, 8.3.0_2, 8, 1581682146, Cellar-Cache
gcc@8, 8.3.0_2, 8, 1581689285, Cellar-Cache
gcc@8, 8.3.0_2, 8, 1581696505, Cellar-Cache
gcc@8, 8.3.0_2, 7, 1581703691, Cellar-Cache
gcc@8, 8.3.0_2, 8, 1581710937, Cellar-Cache
gcc@8, 8.3.0_2, 7, 1581718081, Cellar-Cache
gcc@8, 8.3.0_2, 10, 1581725631, Cellar-Cache
gcc@8, 8.3.0_2, 7, 1581732485, Cellar-Cache
gcc@8, 8.3.0_2, 8, 1581739689, Cellar-Cache
gcc@8, 8.3.0_2, 8, 1581746891, Cellar-Cache
gcc@8, 8.3.0_2, 8, 1581754096, Cellar-Cache
gcc@8, 8.3.0_2, 8, 1581761268, Cellar-Cache
gcc@8, 8.3.0_2, 8, 1581768533, Cellar-Cache
gcc@8, 8.3.0_2, 8, 1581775680, Cellar-Cache
gcc@8, 8.3.0_2, 7, 1581782910, Cellar-Cache
gcc@8, 8.3.0_2, 8, 1581790086, Cellar-Cache
gcc@8, 8.3.0_2, 7, 1581797325, Cellar-Cache
gcc@8, 8.3.0_2, 8, 1581804464, Cellar-Cache
gcc@8, 8.3.0_2, 8, 1581812005, Cellar-Cache
gcc@8, 8.3.0_2, 7, 1581818901, Cellar-Cache
gcc@8, 8.3.0_2, 7, 1581826105, Cellar-Cache
gcc@8, 8.3.0_2, 7, 1581833280, Cellar-Cache
gcc@8, 8.3.0_2, 8, 1581840514, Cellar-Cache
gcc@8, 8.3.0_2, 8, 1581847690, Cellar-Cache
gcc@8, 8.3.0_2, 7, 1581854922, Cellar-Cache
gcc@8, 8.3.0_2, 8, 1581862066, Cellar-Cache
gcc@8, 8.3.0_2, 8, 1581869300, Cellar-Cache
gcc@8, 8.3.0_2, 8, 1581876504, Cellar-Cache
gcc@8, 8.3.0_2, 8, 1581883742, Cellar-Cache
gcc@8, 8.3.0_2, 8, 1581890883, Cellar-Cache
gcc@8, 8.3.0_2, 9, 1581898433, Cellar-Cache
gcc@8, 8.3.0_2, 8, 1581905291, Cellar-Cache
gcc@8, 8.3.0_2, 7, 1581912436, Cellar-Cache
gcc@8, 8.3.0_2, 8, 1581919610, Cellar-Cache
gcc@8, 8.3.0_2, 7, 1581926844, Cellar-Cache
gcc@8, 8.3.0_2, 9, 1581934022, Cellar-Cache
gcc@8, 8.3.0_2, 8, 1581941287, Cellar-Cache
gcc@8, 8.3.0_2, 8, 1581948436, Cellar-Cache
gcc@8, 8.3.0_2, 8, 1581955637, Cellar-Cache
gcc@8, 8.3.0_2, 8, 1581962850, Cellar-Cache
gcc@8, 8.3.0_2, 8, 1581970078, Cellar-Cache
gcc@8, 8.3.0_2, 7, 1581977221, Cellar-Cache
gcc@8, 8.3.0_2, 31, 1581984875, Cellar-Cache
gcc@8, 8.3.0_2, 8, 1581991635, Cellar-Cache
gcc@8, 8.3.0_2, 9, 1581998840, Cellar-Cache
gcc@8, 8.3.0_2, 8, 1582006042, Cellar-Cache
gcc@8, 8.3.0_2, 10, 1582013253, Cellar-Cache
gcc@8, 8.3.0_2, 10, 1582020438, Cellar-Cache
gcc@8, 8.3.0_2, 10, 1582027699, Cellar-Cache
gcc@8, 8.3.0_2, 9, 1582034831, Cellar-Cache
gcc@8, 8.3.0_2, 7, 1582042036, Cellar-Cache
gcc@8, 8.3.0_2, 8, 1582049244, Cellar-Cache
gcc@8, 8.3.0_2, 9, 1582056478, Cellar-Cache
gcc@8, 8.3.0_2, 9, 1582063619, Cellar-Cache
gcc@8, 8.3.0_2, 56, 1582071394, Cellar-Cache
gcc@8, 8.3.0_2, 8, 1582078054, Cellar-Cache
gcc@8, 8.3.0_2, 7, 1582085230, Cellar-Cache
gcc@8, 8.3.0_2, 8, 1582092436, Cellar-Cache
gcc@8, 8.3.0_2, 9, 1582099726, Cellar-Cache
gcc@8, 8.3.0_2, 9, 1582106848, Cellar-Cache
gcc@8, 8.3.0_2, 8, 1582114072, Cellar-Cache
gcc@8, 8.3.0_2, 8, 1582121218, Cellar-Cache
gcc@8, 8.3.0_2, 9, 1582128463, Cellar-Cache
gcc@8, 8.3.0_2, 8, 1582135654, Cellar-Cache
gcc@8, 8.3.0_2, 11, 1582142957, Cellar-Cache
gcc@8, 8.3.0_2, 10, 1582150020, Cellar-Cache
gcc@8, 8.3.0_2, 14, 1582157740, Cellar-Cache
gcc@8, 8.3.0_2, 8, 1582164438, Cellar-Cache
